Age,Percent
0,0.08
1,0.08
2,0.42
3,0.77
4,0.93
5,0.93
6,0.989957923577474
7,0.989957923577474
8,0.989957923577474
9,0.989957923577474
10,0.995216670613308
11,0.995216670613308
12,0.995216670613308
13,0.995216670613308
14,0.995216670613308
15,0.900257281999449
16,0.879353119544243
17,0.811816594688965
18,0.601856105853166
19,0.243499035192502
20,0.123022101556866
21,0.081024901370212
22,0.062995800279981
23,0.041360878971705
24,0.030331311245917
25,0.024602137310679
26,0.018451602983009
27,0.013262089644038
28,0.009033597293765
29,0.007688167909587
30,0.006320642474717
31,0.00464753123141
32,0.00464753123141
33,0.003346222486615
34,0.004833432480666
35,0.003123851525175
36,0.003307607497244
37,0.002756339581036
38,0.002205071664829
39,0.002388827636898
40,0.002500096157545
41,0.002692411246586
42,0.001730835801377
43,0.002692411246586
44,0.002692411246586
45,0.000852718466471
46,0.001364349546354
47,0.000682174773177
48,0.002217068012825
49,0.001023262159765
50,0.001259723490694
51,0.000314930872673
52,0.000629861745347
53,0.000629861745347
54,0.000157465436337
55,0.00017600675866
56,0.00017600675866
57,0.00017600675866
58,0.00017600675866
59,0.00017600675866
60,0.00017600675866
61,0.00017600675866
62,0.00017600675866
63,0.00017600675866
64,0.000224054490052
65,5.92469709986077E-05
66,5.92469709986077E-05
67,5.92469709986077E-05
68,5.92469709986077E-05
69,5.92469709986077E-05
70,5.92469709986077E-05
71,5.92469709986077E-05
72,5.92469709986077E-05
73,5.92469709986077E-05
74,5.92469709986077E-05
75,5.92469709986077E-05
76,5.92469709986077E-05
77,5.92469709986077E-05
78,5.92469709986077E-05
79,5.92469709986077E-05
80,5.92469709986077E-05
81,5.92469709986077E-05
82,5.92469709986077E-05
83,5.92469709986077E-05
84,5.92469709986077E-05
85,5.92469709986077E-05
86,5.92469709986077E-05
87,5.92469709986077E-05
88,5.92469709986077E-05
89,5.92469709986077E-05
90,5.92469709986077E-05
91,5.92469709986077E-05
92,5.92469709986077E-05
93,5.92469709986077E-05
94,5.92469709986077E-05
95,5.92469709986077E-05
96,5.92469709986077E-05
97,5.92469709986077E-05
98,5.92469709986077E-05
99,5.92469709986077E-05
100,5.92469709986077E-05
