size_bracket,percent
0,0.101045296167247
1,0.170731707317073
2,0.167247386759582
3,0.097560975609756
4,0.111498257839721
5,0.111498257839721
6,0.083623693379791
7,0.069686411149826
8,0.020905923344948
9,0.020905923344948
10,0.031358885017422
11,0.013937282229965
