size_bracket,percent
0,0.08680555555555555
1,0.1840277777777778
2,0.1666666666666667
3,0.09722222222222222
4,0.1111111111111111
5,0.1111111111111111
6,0.08333333333333333
7,0.07291666666666667
8,0.02083333333333333
9,0.02083333333333333
10,0.02777777777777778
11,0.01736111111111111
