,intercept,slope_regression_1,slope_regression_2,breakpoint_par
1,1.8950762355075499,2.7252366934453,-1.0805993693198102,2.42013784974197
2,1.9099562189387598,2.47292458562311,-1.08883086613771,2.68352787577971
3,1.95546895874622,1.86848158421673,-1.14696972960016,3.93692771532073
4,1.93428808360031,2.34532943867015,-1.10986044198753,3.9154208583585204
5,1.53815701677354,2.8172707409129,-1.07628540691369,3.2609254924665296
6,1.6397137244581699,1.3113256881709598,-1.17905758565006,5.58821483226859
7,1.63810028400079,1.7694877105731397,-1.12254995038418,4.93087969047231
8,2.26864018513125,2.1520722447955802,-1.14207957689743,3.63272588731045
9,1.98012423316407,1.6020135606553998,-1.17860134395518,4.550491174942491
10,1.7886079483115198,1.71457566514126,-1.17399300412893,4.04609159982116
11,1.67962694232647,1.3996210316541,-1.1688796111616,5.295606893389889
12,1.32617676010249,1.55376109102826,-1.1297837863761,3.71739051073507
13,1.5075524459805603,1.56785712951049,-1.13842805508466,3.7636803971994
14,1.26927808146341,2.8198115969435698,-1.06647679089238,2.3614932761906497
15,2.02724664525733,3.09740651323431,-1.0753168165103801,2.79425003285264
16,1.9216514357029502,1.6808917281518,-1.16886508564803,3.85425282600811
17,1.86503494588781,1.84490397882254,-1.13630863817567,3.6104420547994502
18,1.5498351565301103,1.7604732120507198,-1.15338905139095,3.4609169643522697
19,2.02641996086535,2.2811892571214902,-1.10875961957653,2.8747054929000098
20,1.10747703358954,3.0895140603864997,-1.05051802327163,1.7394036765044099
21,1.01564229586145,2.50846277274482,-1.08278580905229,2.8215163920830797
22,1.6900256451401698,2.4596748876595296,-1.0959533221784599,2.59410280134771
23,1.9816435601569298,2.03737636452747,-1.13872600928642,3.20992978046376
24,1.9453146993747499,1.28904775709587,-1.22618067696692,4.6313716232379
25,1.5791122097311001,1.6970685446908997,-1.12621612485302,3.86386435765294
26,1.58609708003314,2.4010621876292997,-1.09059703482967,2.7810759866827404
27,1.56214146365997,1.87930443841804,-1.14302683218321,3.7393521816275603
28,1.4114570342632198,2.26407857366471,-1.08818403449922,3.16630655807402
29,1.30630111235766,2.72287186713936,-1.06348414232501,2.5889281879157795
30,1.52248109487978,1.27230110516929,-1.19062508271308,4.44175478226352
31,1.77763846761443,1.23057960888803,-1.20403058428593,5.11198071052834
32,1.51041915402618,2.3084804996361403,-1.10437930128954,2.8539041790340205
33,2.0253624757256103,1.7221069727545801,-1.1655934707703999,4.24937502839329
34,1.4078880640059999,2.5695950390475497,-1.091681954422,3.6180876702603597
35,1.15326294158857,1.4388292096455901,-1.1506552718943899,5.2562032478065595
36,2.2574075429113303,2.4192323798508197,-1.11799374856778,3.41654316582215
37,1.4782014048024699,2.66273731056241,-1.08126283659221,2.62585788270241
38,1.57910986184681,3.17354938000193,-1.0737478992081402,3.32563414723211
39,1.71238213142326,1.9105575322941202,-1.13890465779104,3.75380509388742
40,1.52392320910077,1.5675949219713101,-1.1401070518216898,4.9420264708890596
41,1.72486732224199,3.17938172307827,-1.0761052546461802,2.9142868891938
42,1.96773749000075,1.4446932943094501,-1.1813075070868702,4.79087961685188
43,1.64950557144195,2.42617778027611,-1.0952913411124,3.196875192838
44,1.0755210465206,2.58468578404329,-1.0673665945800699,2.07865147918071
45,1.46052402594965,1.6480128118661201,-1.1269908093219498,4.382877057698201
46,1.68447493754866,1.9263437830646202,-1.12296375258628,3.5089374680753
47,1.37308572704003,2.07055262591263,-1.1198296217338402,3.7178769586537004
48,1.9878192099174299,2.23215754652335,-1.11201915826612,3.06274600010287
49,1.1998624093673702,1.90719355797071,-1.09668457655869,3.10355083001771
50,2.0827962614535203,1.4947017116236399,-1.18478548649826,4.82685975233579
51,0.622217095420192,1.6895994658034,-1.09391630235725,2.99068775391842
52,0.881997445341461,1.51404708993775,-1.1133156540355,3.9958184585811205
53,2.33201208967171,2.12522868282781,-1.1450653512797901,4.24757712618414
54,1.1010019360720802,2.9358963620036698,-1.05621319735266,2.4256544448182997
55,1.1346305629622802,1.1349861310373899,-1.19785460431272,5.56038731233139
56,2.0175778052818,1.48043693407455,-1.18530611908169,3.94328175438528
57,2.61322570627568,1.8580996780720702,-1.1819475160909498,4.69744279375238
58,0.979793270850471,2.11972228297717,-1.08241249520044,3.1812087108164
59,1.7694390309263501,3.58562396716483,-1.0562375384686702,1.9906023403039097
60,1.6689937384425602,1.6461132549813997,-1.15066737496855,3.83950159718405
61,1.9692281980597202,2.2992671775454503,-1.11369090064999,3.0450025600171
62,1.8353210527263102,2.18830468986152,-1.11374702264972,3.55708160358227
63,1.81036996915185,2.8652980653992004,-1.08123306716219,2.59829805176398
64,1.7549889201031699,2.15835748127866,-1.11787851444153,3.62110800298769
65,0.26602592225446803,1.6605299275271397,-1.10033300698331,3.6248776821544904
66,2.10035706252454,3.32539972835029,-1.07280018137319,1.78302638861627
67,1.8631206778270901,1.96227747016711,-1.13409510065405,4.38874067887794
68,1.43255302914817,3.2173654563729195,-1.06965149887221,2.1335186583904298
69,1.4675498699404699,1.1914368790772398,-1.18933415130743,4.86539517165907
70,1.6808312879605902,2.3290065216474103,-1.10446926636825,2.8825609382530097
71,1.3005579142711698,2.5355514151582,-1.07862657034221,2.9061499877704797
72,1.55946383240626,1.5339511397491898,-1.17449564954308,4.1969737925582
73,1.38611608329944,2.13560001055448,-1.11109583183834,3.17166330712438
74,1.14145598248337,2.55423312718838,-1.07757281452523,2.92856379329489
75,1.4947443266402798,2.6109024190624304,-1.09201203577078,2.76878880101329
76,2.06110620882777,1.4388084456429397,-1.22902135723493,5.16321627147793
77,1.7051304185357499,1.74035120518839,-1.14633650074275,4.24099337365044
78,1.67381427440215,3.1529453204629903,-1.06603144524322,2.5783481551827596
79,1.96197874119742,2.4759334113483997,-1.09554967274536,2.74132929895989
80,1.40916737581065,2.09481355308426,-1.09814050872186,3.4623513130154597
81,1.61545635881864,2.73918608347988,-1.07653090721249,3.3330216174608998
82,1.80136091274416,1.34718138573434,-1.1897376053183402,5.01479249457694
83,0.799203682120744,1.62498312503195,-1.0912308708302498,3.41326642400293
